11 1687167943 1.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167944 1.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167945 1.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167946 1.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167947 1.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167953 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167954 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167955 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167956 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167957 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1687167958 3.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167959 3.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167960 3.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167961 3.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167962 3.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167963 23.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167964 23.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167965 23.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167966 23.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167967 23.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167968 49.200000 -1.000000 -101.000000 0.000000 0.000000
11 1687167969 49.200000 -1.000000 -101.000000 0.000000 0.000000
11 1687167970 49.200000 -1.000000 -101.000000 0.000000 0.000000
11 1687167971 49.200000 -1.000000 -101.000000 0.000000 0.000000
11 1687167972 49.200000 -1.000000 -101.000000 0.000000 0.000000
11 1687167973 53.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167974 53.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167975 53.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167976 53.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167977 53.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167978 59.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167979 59.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167980 59.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167981 59.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167982 59.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167983 69.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167984 69.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167985 69.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167986 69.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167987 69.800000 -1.000000 -101.000000 0.000000 0.000000
11 1687167988 56.400000 -1.000000 -101.000000 0.000000 0.000000
11 1687167989 56.400000 -1.000000 -101.000000 0.000000 0.000000
11 1687167990 56.400000 -1.000000 -101.000000 0.000000 0.000000
11 1687167991 56.400000 -1.000000 -101.000000 0.000000 0.000000
11 1687167992 56.400000 -1.000000 -101.000000 0.000000 0.000000
11 1687167993 64.200000 -1.000000 -101.000000 0.000000 0.000000
11 1687167994 64.200000 -1.000000 -101.000000 0.000000 0.000000
